appid,type,genre,metacritic,recommendations
1929310,demo,,,
1929320,dlc,Action,,
1929330,game,Casual,,
1928360,game,Casual,,
1928370,game,Action,,
1928380,game,Action,,
1928390,game,Casual,,
1928410,game,Action,,
1928420,game,Action,,
1928430,game,Casual,,
1928440,dlc,Action,,
1928450,game,Action,,
1928460,game,Casual,,
1928470,,,,
1928500,game,Action,175,
1928510,game,Casual,,
1928520,dlc,Indie,,
1928540,game,Indie,,
1928550,game,Adventure,,
1928580,game,,,
1928590,game,Casual,,
1928600,game,Casual,,
1928620,game,Indie,,
1928630,dlc,Animation & Modeling,,
1928650,game,Adventure,,
1928660,game,Action,,
1928680,game,Action,,
1928690,game,Action,,
1928700,music,,,
1928710,game,Casual,,
1928720,demo,,,
1928730,game,,,
1928740,game,Adventure,,
1928750,dlc,Action,,72
1928770,dlc,Casual,,
1928790,game,Action,,
1928800,game,Adventure,,
1928810,game,Adventure,,
1928840,game,Adventure,,
1927920,game,Casual,,
1927930,game,Action,,
1927950,game,Action,,
1927960,music,,,
1927970,game,Casual,,
1927980,game,Adventure,,
1927990,,,,
1928010,game,Free to Play,,
1928020,game,Action,,
1928030,game,Action,,
1928070,game,,,
1928080,game,Adventure,,
1928090,game,Action,186,
1928100,game,Casual,,
1928120,game,Action,,
1928140,music,,,
1928160,game,Action,,
1928170,demo,,,
1928190,game,Massively Multiplayer,,
1928210,game,Adventure,,
1928220,game,Indie,,
1928280,game,Adventure,,
1928290,game,Adventure,,
1928300,game,Action,,
1928310,game,Action,,
1928320,game,Action,,
1928330,game,Adventure,,
1928340,music,,,
1928350,game,Action,,
1927380,game,Action,,
1927390,music,Action,,
1927400,game,Adventure,,
1927410,game,Adventure,,
1927420,game,Simulation,,
1927440,game,Action,,
1927470,game,Adventure,,
1927480,game,Casual,,
1927520,game,Indie,,
1927530,music,,,
1927540,game,Adventure,,
1927560,game,Action,,
1927570,game,RPG,,
1927580,game,Adventure,,
1927600,game,Action,,
1927610,game,Action,,
1927620,game,Casual,,
1927650,game,Action,,
1927690,game,Action,,
1927710,game,Casual,,
1927720,game,Adventure,3023,
1927740,game,Adventure,1362,
1927760,dlc,Action,,
1927780,game,Free to Play,,
1927800,game,,,
1927810,dlc,Casual,,
1927820,game,Action,,
1927830,game,Adventure,,
1926880,game,Action,,
1926890,game,Action,,
1926920,game,Adventure,,
1926930,music,,,
1926940,game,Adventure,,
1926960,demo,,,
1927000,game,Education,,
1927010,dlc,Action,,
1927020,game,Adventure,,
1927030,game,Action,,
1927040,game,Adventure,,
1927050,game,Casual,,
1927060,game,,,
1927080,game,Adventure,,
1927100,game,Action,,
1927110,dlc,Casual,153,
1927120,dlc,Adventure,,
1927130,game,Action,,
1927140,game,Indie,,
1927150,game,Casual,,
1927200,game,Action,,
1927220,game,Adventure,,
1927250,game,Adventure,,
1927270,game,Adventure,,
1927300,game,Action,,
1927320,music,,,
1927360,game,Action,,
1927370,game,Action,,
1306570,game,Action,,
1306580,game,Adventure,,
1306620,game,Action,446,
1306630,game,Action,4038,
1306650,demo,,,
1306660,demo,Adventure,,
1306670,demo,Casual,,
1306700,,,,
1306720,game,Action,484,77
1306750,game,Adventure,441,
1306760,game,Action,,
1306780,game,Adventure,134,
1306790,game,Action,121,
1306800,,,,
1306810,dlc,Casual,,
1306830,dlc,Animation & Modeling,,
1306840,game,Action,,
1306850,game,Action,,
1306860,game,Action,,
1306900,game,Action,,
1306910,game,Action,,
1306950,game,Indie,,
1306960,,,,
1306970,game,Action,,
1306980,demo,Adventure,,
1306990,game,Adventure,,
1307000,music,,,
1307010,,,,
1306020,game,Action,,
1306050,dlc,Adventure,,
1306060,game,Casual,,
1306080,,,,
1306090,,,,
1306110,game,Casual,,
1306160,game,Action,,
1306170,demo,Adventure,,
1306180,game,Action,,
1306190,,,,
1306210,game,Action,,
1306220,,,,
1306230,dlc,Free to Play,,
1306240,game,Indie,,
1306250,game,Casual,,
1306260,game,Casual,,
1306270,,,,
1305560,demo,Action,,
1305570,game,Casual,,
1305590,game,Action,,
1305610,game,Action,,
1305640,game,Action,,
1305660,game,Adventure,,
1305670,,,,
1305690,game,Adventure,,
1305700,,,,
1305710,demo,Indie,,
1305720,game,Adventure,,
1305730,game,Adventure,,
1305760,game,Adventure,,
1305770,,,,
1305780,game,Strategy,,
1305790,,,,
1305820,game,Adventure,113,
1305830,,,,
1305880,game,Casual,,
1305890,game,Action,,
1305940,game,Action,,
1305960,game,Casual,,
1305970,game,Indie,,
1305980,demo,,,
1305990,game,Indie,,
1306000,dlc,Casual,,
1306001,dlc,Casual,,
1306010,game,Action,,
1305080,game,Indie,204,
1305110,,,,
1305150,game,Adventure,,
1305160,,,,
1305180,game,Adventure,,
1305190,game,Action,,
1305220,game,Action,,
1305250,game,Action,,
1305260,game,Action,,
1305270,game,Casual,,
1305280,game,Indie,,
1305300,game,Action,632,
1305310,game,Action,221,
1305320,game,Adventure,,
1305350,game,Action,,
1305360,dlc,Adventure,,
1305370,game,Indie,,
1305380,game,Adventure,,
1305390,game,Action,,
1305400,,,,
1305420,game,Casual,2104,
1305430,game,Action,,
1305440,game,Action,,
1305450,game,Action,,
1305470,game,Casual,,
1305480,,,,
1305490,game,Adventure,,
1305500,game,Adventure,,
1305530,game,Action,,
1305540,game,Action,,
1305550,,,,
1304640,game,Adventure,148,
1304660,game,Indie,,
1304680,game,Action,2659,
1304690,game,Action,,
1304700,demo,Adventure,,
1304710,,,,
1304760,,,,
1304770,game,Action,,
1304780,game,Action,,
1304790,game,Casual,,
1304800,game,Action,,
1304810,game,Action,,
1304850,game,Casual,,
1304860,,,,
1304870,game,Action,,
1304910,game,Casual,,
1304930,game,Action,40749,
1304950,,,,
1304960,dlc,,,
1304970,,,,
1305000,game,Casual,,
1305010,dlc,,,
1305020,demo,Indie,,
1305040,dlc,Action,,
1305050,game,Adventure,,
1305060,game,Action,,
1304415,dlc,Simulation,,
1304416,dlc,Simulation,,
1304417,dlc,Simulation,,
1304418,dlc,Simulation,,
1304419,dlc,Simulation,,
1304420,game,Action,,
1304430,game,Action,,
1304441,dlc,Simulation,,
1304442,dlc,Simulation,,
1304444,dlc,Simulation,,
1304445,dlc,Simulation,,
1304446,dlc,Simulation,,
1304447,dlc,Simulation,,
1304448,dlc,Simulation,,
1304449,dlc,Simulation,,
1304460,dlc,Simulation,,
1304461,dlc,Simulation,,
1304462,dlc,Simulation,,
1304463,dlc,Simulation,,
1304464,dlc,Simulation,,
1304468,dlc,Simulation,158,
1304469,dlc,Simulation,,
1304470,game,Action,102,
1304480,demo,Adventure,,
1304490,game,Casual,,
1304510,game,Action,,
1304520,game,Indie,,
1304530,game,Action,,
1304550,game,Casual,2151,
1304560,game,Action,,
1304570,,,,
1304580,game,Adventure,,
1304590,dlc,Action,,
1304591,dlc,Action,,
1304600,dlc,Action,227,
1304601,dlc,Action,152,
1304610,game,Indie,,
1304620,game,Adventure,,
1303970,music,,,
1303990,game,Indie,191,
1304020,music,,,
1304040,demo,Indie,,
1304050,game,Action,,
1304070,game,Casual,,
1304090,game,Action,215,
1304100,game,Adventure,,
1304120,game,Casual,,
1304130,game,Casual,,
1304150,dlc,Indie,,
1304160,game,Action,,
1304170,game,Action,,
1304190,music,,,
1304200,demo,Action,,
1304220,game,Adventure,,
1304230,dlc,Adventure,,
1304240,dlc,RPG,,
1304250,dlc,Action,,
1304270,,,,
1304280,game,Action,,
1304290,game,Action,,
1304300,game,Casual,,
1304310,game,Action,,
1304320,game,Action,,
1304340,game,Racing,463,
1304350,game,Action,204,
1304360,game,Action,,
1304370,,,,
1304380,demo,Adventure,,
1304390,game,Adventure,,
1304400,game,Action,131,
1304410,dlc,Simulation,,
1304411,dlc,Simulation,,
1304412,dlc,Simulation,,
1304413,dlc,Simulation,,
1303570,,,,
1303580,demo,Indie,,71
1303590,game,Action,,
1303605,dlc,Massively Multiplayer,,
1303620,game,Action,,
1303630,game,Action,,
1303640,game,Indie,,
1303660,game,Action,250,
1303670,game,Action,,
1303680,game,Action,,
1303710,,,,
1303720,game,Action,,
1303740,game,Casual,344,
1303750,demo,Action,,
1303760,game,Action,,
1303780,dlc,Casual,,
1303790,game,Adventure,,
1303820,game,Action,,
1303830,dlc,Adventure,,
1303860,game,Casual,,
1303870,game,Casual,,
1303880,music,,,
1303891,dlc,Massively Multiplayer,,
1303900,dlc,Indie,,
1303910,dlc,RPG,,
1303920,demo,Action,,
1303930,game,Casual,,
1303940,game,Adventure,,
1303950,game,Action,542,
1303190,,,,
1303191,dlc,Action,,
1303192,dlc,Action,,
1303193,dlc,Action,,
1303194,dlc,Action,,
1303195,dlc,Action,,
1303196,dlc,Action,,
1303197,dlc,Action,,
1303198,dlc,Action,,
1303199,dlc,Action,,
1303200,dlc,Action,,
1303201,dlc,Action,,
1303210,game,Casual,,
1303260,game,Action,,
1303270,game,Action,,
1303280,game,Action,,
1303290,demo,,,
1303311,,,,
1303312,dlc,RPG,,
1303313,dlc,RPG,,
1303314,dlc,RPG,,
1303320,demo,Adventure,,
1303330,demo,Indie,,
1303340,demo,Action,,
1303350,game,Action,,
1303370,game,Free to Play,,
1303390,game,Action,,
1303400,game,Action,,
1303420,game,Action,,
1303430,,,,
1303440,game,Action,,
1303460,game,Adventure,,
1303470,game,Adventure,,
1303480,game,Action,,
1303490,dlc,Indie,,
1303550,game,Adventure,,
1302750,game,Casual,469,
1302760,game,Action,,
1302770,game,Action,,
1302780,game,Indie,132,
1302800,game,Casual,495,
1302810,dlc,Action,,
1302820,game,Adventure,,
1302840,game,Adventure,,
1302850,game,Casual,,
1302860,game,Indie,179,
1302870,,,,
1302880,,,,
1302900,music,,,
1302910,game,Action,,
1302920,game,Adventure,,
1302930,game,Simulation,,
1302970,game,Action,,
1302980,,,,
1302990,game,Indie,232,
1303000,game,Action,,
1303010,game,Action,,
1303030,dlc,Action,,
1303040,demo,Adventure,,
1303050,game,Action,,
1303080,dlc,Action,,
1303081,dlc,Action,,
1303082,dlc,Action,,
1303090,game,Action,,
1303100,,,,
1303120,demo,Adventure,,
1303130,game,Action,,
1303140,game,Action,,
1303150,dlc,Action,,
1303160,game,Action,,
1303170,game,Racing,,
1303182,dlc,RPG,3121,83
1303183,dlc,RPG,1036,
1303184,dlc,RPG,753,
1302300,game,Indie,,
1302310,game,Indie,,
1302350,,,,
1302360,demo,Action,,
1302380,music,Indie,,
1302390,,,,
1302400,game,Action,,
1302410,music,,,
1302420,game,Action,,
1302430,game,Adventure,,
1302440,game,Casual,,
1302460,game,Action,,
1302470,game,Adventure,,
1302480,game,Adventure,,
1302490,game,Action,,
1302500,,,,
1302520,dlc,Action,,
1302521,dlc,Action,,
1302522,dlc,Action,,
1302530,game,Adventure,,
1302540,game,Adventure,,
1302550,game,Action,,
1302560,,,,
1302570,game,Action,,
1302590,game,Adventure,114,
1302600,game,Adventure,,
1302610,game,Adventure,,
1302620,game,Action,,
1302640,demo,,,
1302660,dlc,Action,171,
1302670,,,,
1302700,game,RPG,,
1302720,game,Indie,,
1302730,game,Action,,
1302740,,,,
1301800,dlc,Indie,,
1301820,game,Adventure,,
1301830,game,Casual,,
1301840,game,Casual,,
1301850,game,Casual,,
1301860,game,Action,,
1301870,dlc,Adventure,,
1301910,game,Casual,,
1301930,game,Action,,
1301950,game,Action,253,79
1301970,game,Casual,,
1301980,game,Adventure,,
1301990,game,Action,,
1302000,game,Action,,
1302010,,,,
1302030,game,Action,,
1302040,dlc,Adventure,,
1302050,game,Adventure,179,
1302080,demo,Action,,
1302090,game,Action,,
1302100,demo,Adventure,,
1302110,game,Free to Play,,
1302120,,,,
1302140,demo,Action,,
1302150,game,Indie,,
1302160,game,Action,,
1302180,game,Action,,
1302190,game,Adventure,,
1302200,game,Indie,,
1302210,music,,,
1302220,game,Adventure,,
1302240,game,Action,11684,
1302250,,,,
1302260,,,,
1302270,game,Simulation,,
1302290,game,Action,,
1301310,game,Casual,,
1301340,game,Action,,
1301350,,,,
1301370,game,Action,,
1301380,game,Casual,,
1301390,game,Indie,1152,
1301410,game,Adventure,,
1301430,game,Action,,
1301440,demo,Action,,
1301450,demo,Indie,,
1301470,game,Casual,,
1301480,game,Casual,,
1301490,dlc,Action,,
1301500,game,Action,,
1301520,game,Action,,
1301540,music,,,
1301560,game,Casual,,
1301570,,,,
1301580,game,Indie,,
1301590,game,Action,,
1301620,game,Adventure,804,
1301650,game,Casual,,
1301700,game,Action,,
1301710,game,Adventure,,
1301720,game,Adventure,,
1301730,game,Action,,
1301740,dlc,Action,162,
1301750,,,,
1301770,game,Casual,,
1301790,demo,,,73
1300760,game,Simulation,,
1300770,dlc,Simulation,,
1300780,demo,Racing,,
1300790,game,Action,,
1300800,,,,
1300840,game,Action,,
1300850,dlc,Indie,,
1300851,dlc,Indie,,
1300860,game,Action,,
1300870,demo,Adventure,,
1300880,game,Adventure,,
1300890,game,Casual,,
1300900,game,Indie,,
1300920,game,Adventure,733,
1300930,demo,Action,,
1300940,game,Casual,,
1300950,game,Action,,
1300960,game,Adventure,,
1300980,dlc,Indie,,
1300990,music,,,
1301000,game,Adventure,,
1301010,game,Action,193,
1301020,dlc,Casual,,
1301021,dlc,Casual,116,
1301040,,,,
1301050,dlc,Indie,,
1301080,dlc,Indie,,
1301100,game,Casual,,
1301220,game,Casual,,
1301230,game,Action,,
1301240,demo,Action,,
1301250,game,Action,,
1301260,game,Casual,,
1301270,demo,,,
1300260,game,Action,,
1300290,demo,Adventure,,
1300310,game,Indie,,
1300320,,,,
1300330,game,Action,,
1300350,game,Adventure,,
1300360,game,Adventure,,
1300370,game,Action,,
1300390,game,Casual,,
1300400,,,,
1300430,game,Action,312,
1300450,dlc,Sports,,
1300490,game,Action,,
1300510,,,,
1300530,,,,
1300550,game,Adventure,,
1300560,game,Casual,,
1300570,game,Adventure,,
1300580,game,Action,,
1300590,game,Indie,,
1300600,game,Action,261,87
1300610,game,Indie,,
1300620,,,,
1300650,game,Action,,
1300660,demo,Action,,
1300670,game,Action,,
1300690,demo,,,
1300700,game,Action,155,
1300710,dlc,Action,1996,
1300720,game,Adventure,,
1299750,game,Action,,
1299760,game,Action,,
1299770,music,,,
1299790,game,Action,,
1299800,game,Casual,,
1299810,game,Action,,
1299820,game,Action,,
1299830,,,,
1299840,game,Adventure,,
1299860,game,Action,,
1299880,game,Adventure,,
1299890,game,Action,,
1299920,,,,
1299930,game,Simulation,,
1299950,game,Adventure,,
1299960,game,Casual,,
1299980,game,Utilities,,
1299990,game,Adventure,,
1300000,game,Adventure,,
1300010,game,Indie,,
1300050,game,Action,,
1300060,game,Casual,,
1300100,game,Action,128,
1300110,game,Action,,
1300120,demo,Casual,,
1300140,game,Adventure,,
1300180,game,Indie,,
1300190,game,Indie,,
1300200,game,Indie,,
1300210,dlc,Action,125,
1300211,dlc,Action,104,
1299300,dlc,Action,,
1299320,game,Action,931,
1299330,game,Action,,
1299340,game,Indie,,
1299350,,,,
1299360,game,Action,692,
1299370,game,Indie,1293,
1299400,game,Casual,614,
1299410,game,Adventure,,
1299420,game,Indie,,
1299430,game,Indie,,
1299440,demo,Action,,
1299470,,,,
1299480,game,Adventure,132,
1299490,,,,
1299510,game,Adventure,195,
1299520,game,Action,,
1299530,dlc,Indie,696,
1299540,game,Adventure,,
1299570,demo,Action,,
1299580,game,Action,,
1299590,dlc,Action,,
1299600,game,Casual,,
1299620,game,Adventure,403,
1299630,music,,,
1299640,,,,
1299650,game,Indie,,
1299660,game,Action,,
1299680,game,Casual,,
1299710,game,Adventure,,
1299720,game,Adventure,,
1299730,game,Adventure,,
1299740,music,Racing,,
1298780,music,,,
1298800,demo,Adventure,,83
1298810,,,,
1298820,game,Casual,,
1298830,game,Action,,
1298850,game,Adventure,,
1298860,,,,
1298870,dlc,Indie,,
1298880,game,Action,,
1298890,game,Adventure,,
1298910,,,,
1298920,dlc,Indie,,
1298940,music,,,
1298950,game,Action,,
1298960,game,Casual,,
1298970,demo,Action,,
1298980,dlc,Indie,,
1299000,game,Action,,
1299010,game,Action,,
1299020,,,,
1299040,game,Action,,
1299050,music,,,
1299070,game,Adventure,,
1299090,dlc,Action,,
1299120,game,Casual,2452,
1299130,game,Action,,
1299150,game,Indie,,
1299170,game,Casual,,
1299190,dlc,Adventure,,
1299200,dlc,Casual,,
1299220,game,Casual,,
1299230,game,Action,,
1299250,game,Action,,
1299260,game,Casual,,
1299270,dlc,Adventure,,
1298280,game,Adventure,,
1298290,demo,Action,,
1298310,game,Casual,,
1298320,game,Action,,
1298330,demo,Casual,,
1298340,game,Action,,
1298360,game,Action,,
1298370,,,,
1298380,game,Adventure,,
1298390,game,Casual,,
1298410,game,Action,,
1298460,demo,Adventure,,
1298470,game,Action,,
1298480,game,Casual,296,
1298500,game,Casual,,
1298510,game,Casual,,
1298520,game,Action,,
1298530,game,Action,420,
1298550,game,Indie,,
1298570,demo,Action,,
1298580,demo,,,
1298590,dlc,Adventure,1020,
1298600,game,Action,,
1298620,game,Action,,
1298630,,,,
1298640,game,Action,,
1298650,music,Adventure,,
1298670,game,Action,,
1298680,game,Action,,
1298700,game,Action,,
1298720,music,,,
1298740,game,Free to Play,,
1298750,game,Adventure,,
1298760,demo,Action,,
1297790,game,Action,257,
1297800,game,Action,,
1297810,game,Casual,,
1297850,music,,,
1297880,,,,
1297890,game,Action,,
1297940,demo,Action,,
1297950,game,Action,,
1297980,,,,
1298000,game,Adventure,,
1298010,game,Action,,
1298020,game,Indie,,
1298030,music,,,
1298040,game,Indie,,
1298050,game,Adventure,,
1298080,game,Adventure,163,
1298090,dlc,Adventure,,
1298100,game,Action,,
1298110,demo,Action,,
1298120,,,,
1298130,game,Action,,
1298140,game,Indie,930,
1298150,demo,Indie,,
1298170,game,Action,,
1298180,game,Adventure,,
1298200,game,Adventure,,
1298210,dlc,Action,,
1298220,game,Indie,,
1298250,demo,Adventure,,
1298260,game,Casual,,
1298270,game,Action,,
1297280,,,,
1297290,,,,
1297320,game,Action,,
1297330,game,Action,613,77
1297340,game,Simulation,,
1297390,game,Action,,
1297410,music,Adventure,,
1297420,demo,Casual,,
1297430,game,Action,,
1297440,game,Action,,
1297460,dlc,Action,,
1297470,game,Adventure,,
1297480,game,Action,,
1297490,game,Action,101,
1297500,,,,
1297510,demo,Action,,
1297530,game,Adventure,,
1297540,game,Action,,
1297550,game,Simulation,,
1297560,game,Adventure,,
1297580,,,,
1297600,music,,,
1297610,,,,
1297640,game,Action,,
1297650,game,Action,,
1297680,game,Indie,,
1297690,demo,Action,,
1297700,dlc,Indie,,
1297710,game,Action,,
1297720,game,Adventure,,
1297730,dlc,Action,,
1296810,game,Action,,
1296820,dlc,Action,,
1296840,game,Action,2103,
1296860,game,Action,,
1296880,game,Action,,
1296900,dlc,Indie,,
1296910,,,,
1296950,demo,Action,,
1296970,game,Action,,
1296980,game,Adventure,,
1297000,game,Casual,,
1297010,game,Action,,
1297020,,,,
1297030,game,Action,,
1297050,dlc,Action,,
1297060,demo,Indie,,
1297090,game,Casual,,
1297100,demo,Action,,
1297110,,,,
1297140,demo,Strategy,,86
1297150,demo,Adventure,,
1297160,game,Indie,1895,
1297180,game,Casual,,
1297190,game,Casual,,
1297200,game,Free to Play,,
1297210,game,Casual,155,
1297230,game,Casual,,
1297240,game,Action,,
1297250,game,Indie,,
1297270,game,Casual,,
1296450,game,Action,184,
1296470,game,Action,,
1296480,game,Adventure,,
1296490,game,Indie,,
1296500,game,Action,,
1296510,game,Action,414,
1296530,game,Action,,
1296540,game,Action,810,
1296550,game,Action,,
1296560,game,Action,,
1296580,game,Casual,,
1296590,demo,Adventure,,
1296610,game,Casual,10029,
1296640,music,,,
1296650,game,Action,,
1296680,game,Action,,
1296690,dlc,Action,,
1296700,game,Action,,
1296710,dlc,Design & Illustration,,
1296711,dlc,Design & Illustration,,
1296712,dlc,Design & Illustration,,
1296713,dlc,Design & Illustration,,
1296714,dlc,Design & Illustration,,
1296720,game,Casual,,
1296740,dlc,Design & Illustration,,
1296741,dlc,Design & Illustration,,
1296742,dlc,Design & Illustration,,
1296760,dlc,Web Publishing,,
1296761,dlc,Web Publishing,,
1296762,dlc,Web Publishing,,
1296770,game,Casual,3137,
1296780,demo,Action,,
1296790,dlc,Action,,
1296800,,,,
1295780,demo,Simulation,,
1295790,game,Adventure,379,
1295800,dlc,Indie,,
1295810,game,Adventure,,
1295830,music,Action,,
1295860,game,Casual,,
1295880,music,Action,,
1295890,music,Action,,
1295900,game,Indie,540,
1295910,game,Action,,
1295920,game,Adventure,5031,
1295940,demo,Adventure,,
1295970,demo,Simulation,,65
1295980,demo,Casual,,
1295990,game,Adventure,,
1296000,,,,
1296010,game,Action,,
1296180,game,Action,,
1296190,game,Action,,
1296200,game,Sports,,
1296210,demo,Casual,,
1296230,dlc,Indie,,
1296240,,,,
1296260,game,Simulation,,
1296270,demo,Adventure,,
1296280,game,Adventure,,
1296290,game,Adventure,,
1296300,game,Adventure,,
1296310,demo,,,
1296340,game,Action,,
1296350,demo,Action,,
1296360,game,Action,1732,
1296370,game,Indie,,
1296380,demo,,,
1296400,game,Indie,,
1296410,game,Action,,
1296420,dlc,Indie,,
1295440,game,Adventure,,
1295470,demo,Indie,,
1295480,game,Free to Play,,
1295490,game,Adventure,,
1295500,game,Strategy,3554,
1295510,game,Adventure,7045,
1295550,demo,,,
1295560,game,Action,,
1295570,game,Indie,,
1295590,,,,
1295610,,,,
1295670,game,Free to Play,,
1295680,game,Strategy,,
1295700,game,Action,,
1295712,,,,
1295713,,,,
1295714,,,,
1295715,,,,
1295716,,,,
1295717,,,,
1295718,,,,
1295719,,,,
1295720,,,,
1295721,,,,
1295722,,,,
1295723,,,,
1295724,,,,
1295725,,,,
1295726,,,,
1295727,,,,
1295730,game,Adventure,,
1295740,game,Action,,
1295750,game,Adventure,,
1295760,game,Indie,,
1295770,demo,Adventure,,
1294940,game,Action,,
1294960,,,,
1294970,game,Action,,
1294980,demo,Adventure,,
1295000,game,Adventure,,
1295030,game,Action,,
1295040,,,,
1295050,demo,Indie,,
1295070,game,Action,,
1295090,,,,
1295100,music,,,
1295110,music,,,
1295120,music,,,
1295130,dlc,Action,,
1295140,game,Action,,
1295150,,,,
1295160,music,,,
1295180,dlc,Action,,
1295190,dlc,Action,,
1295200,,,,
1295210,game,Casual,,
1295220,game,Action,,
1295230,game,Indie,106,
1295240,dlc,Action,,
1295250,game,Adventure,,
1295260,game,Action,,
1295270,game,RPG,454,
1295280,game,Indie,,
1295290,game,Action,,
1295300,dlc,Casual,,
1295310,demo,Adventure,,
1295320,game,Indie,304,
1295330,dlc,Casual,,
1295340,dlc,Adventure,,
1295350,dlc,Action,,
1295360,demo,Action,,
1295370,,,,
1295380,music,,,
1295390,game,Action,,
1295410,,,,
1295420,game,Action,,
1294430,demo,Action,,
1294440,dlc,Action,764,
1294450,game,Adventure,,
1294460,dlc,Casual,,
1294480,game,Action,,
1294490,demo,Action,,
1294500,game,Action,,
1294530,dlc,Free to Play,,
1294540,music,,,
1294560,music,,,
1294570,,,,
1294580,dlc,Casual,,
1294590,game,Action,,
1294610,music,,,
1294620,game,Adventure,,
1294630,game,Action,,
1294640,demo,Action,,
1294650,game,Adventure,126,
1294660,game,Action,606,
1294680,game,Simulation,,
1294690,music,Adventure,,
1294700,demo,Adventure,,
1294710,demo,Action,,
1294720,game,Action,,
1294730,,,,
1294740,game,Action,,
1294750,game,Action,,
1294760,game,Action,3605,
1294770,game,Design & Illustration,,
1294780,game,Casual,,
1294840,,,,
1294850,,,,
1294880,game,Action,111,
1294900,,,,
1294910,game,Casual,,
1294920,game,Action,,
1293980,game,Indie,,
1293990,game,Casual,,
1294000,game,Strategy,,
1294020,game,Action,,
1294030,dlc,Action,,
1294040,game,Action,,
1294060,game,Adventure,119,
1294100,demo,,,
1294110,game,Adventure,,
1294120,game,Action,,
1294150,game,Indie,,
1294160,game,Indie,,
1294170,game,Action,,
1294220,game,Simulation,,
1294230,game,Adventure,,
1294260,game,Adventure,,
1294280,game,Casual,,
1294290,,,,
1294310,game,Adventure,,
1294320,game,Adventure,,
1294330,,,,
1294340,game,Action,,
1294350,game,Action,,
1294360,game,Action,,
1294380,game,Adventure,,
1294390,dlc,Casual,,
1294400,demo,Action,,91
1294420,game,Action,1231,
1293530,game,Adventure,,
1293540,game,Action,,
1293550,,,,
1293580,music,,,
1293590,music,Adventure,,
1293591,dlc,Adventure,,
1293610,game,Action,,
1293620,music,,,
1293650,game,Casual,,
1293660,game,Action,,
1293670,game,Casual,,
1293680,demo,Indie,,
1293700,game,Casual,,
1293730,game,Action,285,
1293740,game,Adventure,,
1293770,demo,Action,,
1293780,game,Action,,
1293790,music,,,
1293810,,,,
1293820,game,Adventure,3234,
1293830,game,Racing,199351,
1293850,game,Adventure,,
1293860,game,Action,,
1293870,dlc,Adventure,,
1293880,game,Action,,
1293900,game,Action,,
1293910,game,Adventure,,
1293920,game,Casual,,
1293930,game,Casual,,
1293940,game,Indie,,
1293950,game,Casual,,
1293030,,,,
1293050,game,Indie,,
1293080,dlc,Indie,214,
1293090,,,,
1293110,game,Adventure,,
1293120,game,Adventure,,
1293160,game,Adventure,5974,
1293170,game,Action,344,91
1293180,game,Adventure,3338,
1293190,game,Action,,
1293200,,,,
1293210,,,,
1293220,game,Casual,,
1293230,game,Action,8165,
1293240,dlc,Action,167,
1293250,game,RPG,,
1293270,,,,
1293280,dlc,Indie,114,
1293290,demo,Action,,52
1293300,game,Indie,,
1293370,game,Indie,,
1293400,game,Action,,
1293410,dlc,Adventure,,
1293420,game,Adventure,,
1293430,game,Action,,
1293440,game,Adventure,,
1293450,game,Action,,
1293460,game,Indie,281,80
1293470,demo,Adventure,,
1293480,game,Action,,
1293490,demo,Indie,,
1293500,music,,,
1293510,game,Adventure,,
1293520,game,Action,,
1292530,demo,Adventure,,
1292540,game,Adventure,,
1292550,game,Action,,
1292560,game,Action,,
1292570,demo,Adventure,,
1292590,music,,,
1292610,game,Action,,
1292630,game,Action,,
1292640,dlc,Indie,,
1292690,game,Adventure,1441,
1292700,game,Adventure,131,
1292710,game,Action,,
1292720,game,Indie,,
1292750,game,Adventure,,
1292760,game,Adventure,,
1292770,game,Adventure,105,
1292780,music,Adventure,,
1292810,demo,Adventure,,
1292820,,,,
1292830,,,,
1292860,game,Adventure,,
1292870,,,,
1292880,game,Action,,
1292890,music,,,
1292910,game,Indie,,
1292920,game,Action,,
1292930,,,,
1292940,game,,5458,
1292950,game,Adventure,,
1292960,game,Adventure,,
1292980,game,Adventure,,
1292990,demo,Action,,
1293000,game,Simulation,,
1293010,demo,Adventure,,67
1293020,demo,Action,,
1292100,game,Indie,,
1292120,game,Action,,
1292130,dlc,Action,247,
1292140,game,Adventure,,
1292160,game,Action,,
1292170,game,Strategy,170,
1292180,game,Strategy,267,
1292200,music,,,
1292230,dlc,Casual,,
1292231,music,Casual,,
1292240,game,Casual,,
1292250,game,Casual,,
1292270,game,Adventure,,
1292280,game,Casual,,
1292300,dlc,Simulation,,
1292301,dlc,Simulation,,
1292302,dlc,Simulation,,
1292303,dlc,Simulation,,
1292304,dlc,Simulation,,
1292310,game,Action,,
1292320,dlc,Action,,
1292330,demo,Action,,
1292350,,,,
1292360,demo,,,
1292370,demo,Action,,
1292380,demo,Adventure,,
1292400,game,Action,,
1292410,game,Indie,,
1292430,dlc,Indie,,
1292440,game,Casual,,
1292460,game,Action,,
1292470,demo,,,
1292480,game,Action,,
1292490,game,Casual,,
1292510,game,Action,,
1292520,game,Adventure,,
1291680,game,Action,,
1291700,dlc,Casual,,
1291710,game,Action,,
1291720,game,Action,,
1291740,game,Casual,,
1291760,music,,,
1291780,dlc,Action,,
1291781,dlc,Action,,
1291790,game,Action,457,
1291800,game,Casual,,
1291810,game,Casual,,
